"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"FRTR 0.25 11/26","8/21/2025","FR0013200813","Conventional","0.250","11/25/2026","97.860","98.046986","1.997281","1.225050","0.186986"
"BTPS 1.25 12/26","8/21/2025","IT0005210650","Conventional","1.250","12/1/2026","99.074","99.364300","2.002629","1.233699","0.290300"
"BKO 2 12/26","8/21/2025","DE000BU22072","Conventional","2.000","12/10/2026","100.075","101.745529","1.936429","1.246948","1.670529"
"BTPS 0.85 01/27","8/21/2025","IT0005390874","Conventional","0.850","1/15/2027","98.419","98.513700","2.020073","1.354819","0.094700"
"NETHR  01/27","8/21/2025","NL0015031501","Conventional","N/A","1/15/2027","97.329","97.329000","1.964262","1.364969","N/A"
"UKT 4.125 01/27","8/21/2025","GB00BL6C7720","Conventional","4.125","1/29/2027","100.184","100.453022","3.990108","1.377230","0.269022"
"SPGB  01/27","8/21/2025","ES0000012J15","Conventional","N/A","1/31/2027","97.151","97.151000","2.029823","1.409741","N/A"
"DBR 0.25 02/27","8/21/2025","DE0001102416","Conventional","0.250","2/15/2027","97.610","97.740822","1.906316","1.446601","0.130822"
"BTPS 2.95 02/27","8/21/2025","IT0005580045","Conventional","2.950","2/15/2027","101.136","101.216160","2.173415","1.420511","0.080160"
"FRTR  02/27","8/21/2025","FR0014003513","Conventional","N/A","2/25/2027","97.049","97.049000","2.011452","1.474452","N/A"
"BTPS 2.55 02/27","8/21/2025","IT0005633794","Conventional","2.550","2/25/2027","100.565","100.565000","2.176868","1.449695","N/A"
"UKT 3.75 03/27","8/21/2025","GB00BPSNB460","Conventional","3.750","3/7/2027","99.679","101.390957","3.965468","1.459864","1.711957"
"BKO 2.2 03/27","8/21/2025","DE000BU22080","Conventional","2.200","3/11/2027","100.379","101.626671","1.943057","1.489748","1.247671"
"BTPS 1.1 04/27","8/21/2025","IT0005484552","Conventional","1.100","4/1/2027","98.441","98.879800","2.105896","1.551875","0.438800"
"PGB 4.125 04/27","8/21/2025","PTOTEUOE0019","Conventional","4.125","4/14/2027","103.449","104.952082","1.956049","1.566159","1.503082"
"RFGB 1.375 04/27","8/21/2025","FI4000527551","Conventional","1.375","4/15/2027","98.961","99.458260","2.024151","1.592473","0.497260"
"OBL  04/27","8/21/2025","DE0001141851","Conventional","N/A","4/16/2027","96.909","96.909000","1.931640","1.609997","N/A"
"RAGB 0.5 04/27","8/21/2025","AT0000A1VGK0","Conventional","0.500","4/20/2027","97.561","97.734973","2.015177","1.614471","0.173973"
"GGB 2 04/27","8/21/2025","GR0118020685","Conventional","2.000","4/22/2027","99.884","100.568932","2.069056","1.604711","0.684932"
"SPGB 1.5 04/27","8/21/2025","ES00000128P8","Conventional","1.500","4/30/2027","99.158","99.638822","2.012916","1.631754","0.480822"
"IRISH 0.2 05/27","8/21/2025","IE00BKFVC568","Conventional","0.200","5/15/2027","97.033","97.088890","1.970548","1.685307","0.055890"
"FRTR 1 05/27","8/21/2025","FR0013250560","Conventional","1.000","5/25/2027","98.208","98.460055","2.053072","1.702979","0.252055"
"SPGB 2.5 05/27","8/21/2025","ES0000012M77","Conventional","2.500","5/31/2027","100.732","101.321041","2.070535","1.704795","0.589041"
"BTPS 2.2 06/27","8/21/2025","IT0005240830","Conventional","2.200","6/1/2027","100.204","100.714930","2.091871","1.699840","0.510930"
"BKO 1.7 06/27","8/21/2025","DE000BU22098","Conventional","1.700","6/10/2027","99.543","100.115877","1.958576","1.738849","0.572877"
"OLO 0.8 06/27","8/21/2025","BE0000341504","Conventional","0.800","6/22/2027","97.801","97.941274","2.039308","1.780318","0.140274"
"DBR 6.5 07/27","8/21/2025","DE0001135044","Conventional","6.500","7/4/2027","108.230","109.156027","1.941913","1.764692","0.926027"
"RAGB 6.25 07/27","8/21/2025","AT0000383864","Conventional","6.250","7/15/2027","107.691","108.393055","2.051198","1.794237","0.702055"
"BTPS 3.45 07/27","8/21/2025","IT0005599904","Conventional","3.450","7/15/2027","102.301","102.685380","2.210671","1.799203","0.384380"
"NETHR 0.75 07/27","8/21/2025","NL0012171458","Conventional","0.750","7/15/2027","97.710","97.794247","1.997829","1.843309","0.084247"
"UKT 1.25 07/27","8/21/2025","GB00BDRHNP05","Conventional","1.250","7/22/2027","95.295","95.400299","3.819818","1.861109","0.105299"
"OATEI 1.85 07/27","8/21/2025","FR0011008705","Conventional","1.850","7/25/2027","102.758","102.973221","0.401264","1.889576","0.215221"
"SPGB 0.8 07/27","8/21/2025","ES0000012G26","Conventional","0.800","7/30/2027","97.634","97.690986","2.063589","1.881897","0.056986"
"BTPS 2.05 08/27","8/21/2025","IT0005274805","Conventional","2.050","8/1/2027","99.867","100.000700","2.128366","1.867498","0.133700"
"DBR 0.5 08/27","8/21/2025","DE0001102424","Conventional","0.500","8/15/2027","97.232","97.245699","1.943823","1.930040","0.013699"
"BTPS 2.1 08/27","8/21/2025","IT0005657330","Conventional","2.100","8/26/2027","99.746","100.088270","2.242824","1.921810","0.342270"
"RFGB 0.5 09/27","8/21/2025","FI4000278551","Conventional","0.500","9/15/2027","96.874","97.345233","2.067345","2.000882","0.471233"
"BTPS 0.95 09/27","8/21/2025","IT0005416570","Conventional","0.950","9/15/2027","97.629","98.049790","2.145479","1.990435","0.420790"
"BKO 1.9 09/27","8/21/2025","DE000BU22106","Conventional","1.900","9/16/2027","99.854","100.057014","1.970347","1.999174","0.203014"
"FRTR 2.5 09/27","8/21/2025","FR001400NBC6","Conventional","2.500","9/24/2027","100.755","103.049520","2.124498","1.968226","2.294520"
"EU 2 10/27","8/21/2025","EU000A3K4DS6","Conventional","2.000","10/4/2027","99.778","101.558822","2.107696","2.008713","1.780822"
"OBL 1.3 10/27","8/21/2025","DE0001141869","Conventional","1.300","10/15/2027","98.670","99.788356","1.939848","2.061015","1.118356"
"OBL 1.3 10/27","8/21/2025","DE0001030740","Conventional","1.300","10/15/2027","98.681","99.799356","1.934500","2.061126","1.118356"
"BTPS 2.7 10/27","8/21/2025","IT0005622128","Conventional","2.700","10/15/2027","100.944","101.917770","2.257461","2.028262","0.973770"
"PGB 0.7 10/27","8/21/2025","PTOTEMOE0035","Conventional","0.700","10/15/2027","97.344","97.946192","1.979601","2.077359","0.602192"
"OLO  10/27","8/21/2025","BE0000351602","Conventional","N/A","10/22/2027","95.657","95.657000","2.077955","2.114956","N/A"
"FRTR 2.75 10/27","8/21/2025","FR0011317783","Conventional","2.750","10/25/2027","101.267","103.557411","2.143486","2.044472","2.290411"
"SPGB 1.45 10/27","8/21/2025","ES0000012A89","Conventional","1.450","10/31/2027","98.644","99.827836","2.088065","2.099275","1.183836"
"BTPS 6.5 11/27","8/21/2025","IT0001174611","Conventional","6.500","11/1/2027","109.142","111.190910","2.201204","1.997469","2.048910"
"EU 2.5 11/27","8/21/2025","EU000A1HBXS7","Conventional","2.500","11/4/2027","100.780","102.793699","2.130474","2.078090","2.013699"
"DBR  11/27","8/21/2025","DE0001102523","Conventional","N/A","11/15/2027","95.775","95.775000","1.959405","2.181905","N/A"
"SPGEI 0.65 11/27","8/21/2025","ES00000128S2","Conventional","0.650","11/30/2027","100.206","100.815504","0.558094","2.233982","0.609504"
"BTPS 2.65 12/27","8/21/2025","IT0005500068","Conventional","2.650","12/1/2027","100.930","101.545440","2.238747","2.155360","0.615440"
"EU 2.875 12/27","8/21/2025","EU000A3K4EW6","Conventional","2.875","12/6/2027","101.631","103.694699","2.132423","2.154149","2.063699"
"UKT 4.25 12/27","8/21/2025","GB00B16NNR78","Conventional","4.250","12/7/2027","101.036","101.918514","3.771783","2.150566","0.882514"
"DBR 5.625 01/28","8/21/2025","DE0001135069","Conventional","5.625","1/4/2028","108.339","111.929753","1.970942","2.170133","3.590753"
"NETHR 5.5 01/28","8/21/2025","NL0000102317","Conventional","5.500","1/15/2028","107.943","111.288205","2.056876","2.200423","3.345205"
"GGB 3.75 01/28","8/21/2025","GR0124034688","Conventional","3.750","1/30/2028","103.641","105.767712","2.192543","2.278306","2.126712"
"SPGB  01/28","8/21/2025","ES0000012I08","Conventional","N/A","1/31/2028","94.930","94.930000","2.159212","2.384138","N/A"
"UKT 0.125 01/28","8/21/2025","GB00BMBL1G81","Conventional","0.125","1/31/2028","91.609","91.616473","3.755745","2.392004","0.007473"
"BTPS 2 02/28","8/21/2025","IT0005323032","Conventional","2.000","2/1/2028","99.530","99.660430","2.211037","2.334126","0.130430"
"DBR 0.5 02/28","8/21/2025","DE0001102440","Conventional","0.500","2/15/2028","96.465","96.726644","1.976050","2.413751","0.261644"
"RAGB 0.75 02/28","8/21/2025","AT0000A1ZGE4","Conventional","0.750","2/20/2028","96.612","96.994192","2.161166","2.415416","0.382192"
"FRTR 0.75 02/28","8/21/2025","FR001400AIN5","Conventional","0.750","2/25/2028","96.460","96.831918","2.218063","2.427453","0.371918"
"UKT 4.375 03/28","8/21/2025","GB00BSQNRC93","Conventional","4.375","3/7/2028","100.893","102.890283","4.001518","2.341552","1.997283"
"OATI 0.1 03/28","8/21/2025","FR0013238268","Conventional","0.100","3/1/2028","98.095","98.153230","0.868984","2.490393","0.058230"
"BTPS 0.25 03/28","8/21/2025","IT0005433690","Conventional","0.250","3/15/2028","95.086","95.196730","2.250465","2.491311","0.110730"
"OLO 5.5 03/28","8/21/2025","BE0000291972","Conventional","5.500","3/28/2028","108.313","110.573274","2.158390","2.391112","2.260274"
"BTPS 3.4 04/28","8/21/2025","IT0005521981","Conventional","3.400","4/1/2028","102.791","104.147280","2.296378","2.430001","1.356280"
"EU 2.875 04/28","8/21/2025","EU000A1G6TV9","Conventional","2.875","4/4/2028","101.760","102.886370","2.170703","2.472394","1.126370"
"OBL 2.2 04/28","8/21/2025","DE000BU25000","Conventional","2.200","4/13/2028","100.486","101.293671","2.006649","2.518420","0.807671"
"SPGB 1.4 04/28","8/21/2025","ES0000012B39","Conventional","1.400","4/30/2028","97.975","98.423767","2.180598","2.586609","0.448767"
"IRISH 0.9 05/28","8/21/2025","IE00BDHDPR44","Conventional","0.900","5/15/2028","96.871","97.122507","2.094499","2.638093","0.251507"
"BTPEI 1.3 05/28","8/21/2025","IT0005246134","Conventional","1.300","5/15/2028","101.167","101.628093","0.867119","2.652266","0.461093"
"FRTR 0.75 05/28","8/21/2025","FR0013286192","Conventional","0.750","5/25/2028","95.979","96.168041","2.275478","2.664480","0.189041"
"SPGB 2.4 05/28","8/21/2025","ES0000012O59","Conventional","2.400","5/31/2028","100.400","100.965479","2.247334","2.635557","0.565479"
"EU  06/28","8/21/2025","EU000A287074","Conventional","N/A","6/2/2028","94.246","94.246000","2.162573","2.711231","N/A"
"UKT 4.5 06/28","8/21/2025","GB00BMF9LG83","Conventional","4.500","6/7/2028","101.380","102.314426","3.970952","2.582204","0.934426"
"GREECE 3.875 06/28","8/21/2025","GR0114033583","Conventional","3.875","6/15/2028","104.196","104.949767","2.310574","2.636629","0.753767"
"BTPS 2.65 06/28","8/21/2025","IT0005641029","Conventional","2.650","6/15/2028","100.777","101.291070","2.375446","2.647224","0.514070"
"OLO 0.8 06/28","8/21/2025","BE0000345547","Conventional","0.800","6/22/2028","96.206","96.346274","2.199580","2.740095","0.140274"
"DBR 4.75 07/28","8/21/2025","DE0001135085","Conventional","4.750","7/4/2028","107.468","108.144712","2.031406","2.674548","0.676712"
"EU 2.625 07/28","8/21/2025","EU000A4D5QM6","Conventional","2.625","7/4/2028","101.090","101.463973","2.225780","2.721353","0.373973"
"RFGB 2.75 07/28","8/21/2025","FI4000037635","Conventional","2.750","7/4/2028","101.630","102.021781","2.154416","2.720090","0.391781"
"BTPS 0.5 07/28","8/21/2025","IT0005445306","Conventional","0.500","7/15/2028","94.979","95.034710","2.315594","2.809646","0.055710"
"NETHR 0.75 07/28","8/21/2025","NL0012818504","Conventional","0.750","7/15/2028","96.187","96.271247","2.125064","2.805277","0.084247"
"SPGB 1.4 07/28","8/21/2025","ES0000012B88","Conventional","1.400","7/30/2028","97.604","97.703726","2.252115","2.825981","0.099726"
"BTPS 3.8 08/28","8/21/2025","IT0005548315","Conventional","3.800","8/1/2028","104.064","104.311830","2.371902","2.736926","0.247830"
"DBR 0.25 08/28","8/21/2025","DE0001102457","Conventional","0.250","8/15/2028","94.889","94.895849","2.039459","2.905645","0.006849"
"BTPS 4.75 09/28","8/21/2025","IT0004889033","Conventional","4.750","9/1/2028","106.925","109.209650","2.373725","2.730412","2.284650"
"RFGB 0.5 09/28","8/21/2025","FI4000348727","Conventional","0.500","9/15/2028","94.886","95.357233","2.249397","2.959990","0.471233"
"FRTR 2.4 09/28","8/21/2025","FR001400XLW2","Conventional","2.400","9/24/2028","100.126","102.328740","2.356418","2.876108","2.202740"
"EU  10/28","8/21/2025","EU000A3KWCF4","Conventional","N/A","10/4/2028","93.303","93.303000","2.254198","3.041038","N/A"
"CCT 3.044 10/28","8/21/2025","IT0005534984","Conventional","3.044","10/15/2028","101.619","102.735130","2.368153","N/A","1.116130"
"PGB 2.125 10/28","8/21/2025","PTOTEVOE0018","Conventional","2.125","10/17/2028","100.025","101.841438","2.115781","2.959490","1.816438"
"OBL 2.4 10/28","8/21/2025","DE000BU25018","Conventional","2.400","10/19/2028","100.951","102.989356","2.083958","2.951674","2.038356"
"RAGB  10/28","8/21/2025","AT0000A2VB47","Conventional","N/A","10/20/2028","93.180","93.180000","2.265288","3.083573","N/A"
"UKT 1.625 10/28","8/21/2025","GB00BFX0ZL78","Conventional","1.625","10/22/2028","93.471","94.012667","3.833560","3.021355","0.541667"
"SPGB 5.15 10/28","8/21/2025","ES00000124C5","Conventional","5.150","10/31/2028","108.652","112.856658","2.297695","2.849490","4.204658"
"DBR  11/28","8/21/2025","DE0001102556","Conventional","N/A","11/15/2028","93.644","93.644000","2.057368","3.159652","N/A"
"FRTR 0.75 11/28","8/21/2025","FR0013341682","Conventional","0.750","11/25/2028","94.916","95.476959","2.393019","3.131003","0.560959"
"BTPS 2.8 12/28","8/21/2025","IT0005340929","Conventional","2.800","12/1/2028","101.426","102.076270","2.357225","3.055354","0.650270"
"EU 3.125 12/28","8/21/2025","EU000A3K4EN5","Conventional","3.125","12/5/2028","102.584","104.835712","2.295735","3.034707","2.251712"
"UKT 6 12/28","8/21/2025","GB0002404191","Conventional","6.000","12/7/2028","106.611","107.856902","3.840921","2.955665","1.245902"
"BTPS 2.35 01/29","8/21/2025","IT0005660052","Conventional","2.350","1/15/2029","99.570","99.831820","2.498023","3.189112","0.261820"
"NETHR  01/29","8/21/2025","NL0015000LS8","Conventional","N/A","1/15/2029","92.842","92.842000","2.213887","3.318317","N/A"
"SPGB 6 01/29","8/21/2025","ES0000011868","Conventional","6.000","1/31/2029","112.018","115.404301","2.315463","3.060533","3.386301"
"UKT 0.5 01/29","8/21/2025","GB00BLPK7227","Conventional","0.500","1/31/2029","89.194","89.223891","3.886012","3.347157","0.029891"
"BTPS 4.1 02/29","8/21/2025","IT0005566408","Conventional","4.100","2/1/2029","105.326","105.593390","2.487743","3.158792","0.267390"
"DBR 0.25 02/29","8/21/2025","DE0001102465","Conventional","0.250","2/15/2029","93.888","94.018822","2.090762","3.390247","0.130822"
"BTPS 0.45 02/29","8/21/2025","IT0005467482","Conventional","0.450","2/15/2029","93.434","93.446230","2.447915","3.365958","0.012230"
"RAGB 0.5 02/29","8/21/2025","AT0000A269M8","Conventional","0.500","2/20/2029","93.936","94.190795","2.328596","3.380671","0.254795"
"FRTR 2.75 02/29","8/21/2025","FR001400HI98","Conventional","2.750","2/25/2029","100.985","102.348699","2.450723","3.267304","1.363699"
"OATEI 0.1 03/29","8/21/2025","FR0013410552","Conventional","0.100","3/1/2029","97.472","97.531805","0.832726","3.479997","0.059805"
"GGB 3.875 03/29","8/21/2025","GR0124035693","Conventional","3.875","3/12/2029","104.746","106.508000","2.457382","3.253261","1.762000"
"OBL 2.1 04/29","8/21/2025","DE000BU25026","Conventional","2.100","4/12/2029","99.843","100.619712","2.143915","3.434659","0.776712"
"OBL 2.1 04/29","8/21/2025","DE000BU35025","Conventional","2.100","4/12/2029","99.855","100.631712","2.140443","3.434785","0.776712"
"RFGB 2.875 04/29","8/21/2025","FI4000557525","Conventional","2.875","4/15/2029","101.823","102.862726","2.344205","3.396018","1.039726"
"CCT 2.894 04/29","8/21/2025","IT0005451361","Conventional","2.894","4/15/2029","101.027","102.088130","2.455432","N/A","1.061130"
"FRTR 5.5 04/29","8/21/2025","FR0000571218","Conventional","5.500","4/25/2029","110.470","112.308356","2.472961","3.299683","1.838356"
"SPGB 1.45 04/29","8/21/2025","ES0000012E51","Conventional","1.450","4/30/2029","96.733","97.197795","2.386946","3.508971","0.464795"
"BTPEI 1.5 05/29","8/21/2025","IT0005543803","Conventional","1.500","5/15/2029","101.661","102.102940","1.046508","3.583857","0.441940"
"IRISH 1.1 05/29","8/21/2025","IE00BH3SQ895","Conventional","1.100","5/15/2029","95.832","96.139397","2.280474","3.572532","0.307397"
"RAGB 2.9 05/29","8/21/2025","AT0000A33SH3","Conventional","2.900","5/23/2029","102.009","102.755849","2.331400","3.496990","0.746849"
"FRTR 0.5 05/29","8/21/2025","FR0013407236","Conventional","0.500","5/25/2029","92.920","93.046027","2.502187","3.626074","0.126027"
"SPGB 3.5 05/29","8/21/2025","ES0000012M51","Conventional","3.500","5/31/2029","103.811","104.635658","2.426334","3.485847","0.824658"
"BTPS 2.8 06/29","8/21/2025","IT0005495731","Conventional","2.800","6/15/2029","100.983","101.526170","2.542863","3.529394","0.543170"
"PGB 1.95 06/29","8/21/2025","PTOTEXOE0024","Conventional","1.950","6/15/2029","98.958","99.337315","2.237756","3.610661","0.379315"
"OLO 0.9 06/29","8/21/2025","BE0000347568","Conventional","0.900","6/22/2029","94.592","94.749808","2.396203","3.681420","0.157808"
"BTPS 3.35 07/29","8/21/2025","IT0005584849","Conventional","3.350","7/1/2029","102.838","103.338680","2.585044","3.542502","0.500680"
"EU  07/29","8/21/2025","EU000A3KRJQ6","Conventional","N/A","7/4/2029","91.369","91.369000","2.367530","3.768318","N/A"
"NETHR 0.25 07/29","8/21/2025","NL0013332430","Conventional","0.250","7/15/2029","92.534","92.562082","2.278445","3.785765","0.028082"
"UKT 4.125 07/29","8/21/2025","GB00BQC82B83","Conventional","4.125","7/22/2029","100.267","100.614486","4.049773","3.572117","0.347486"
"OATI 3.4 07/29","8/21/2025","FR0000186413","Conventional","3.400","7/25/2029","109.492","109.926398","0.920138","3.697886","0.434398"
"SPGB 0.8 07/29","8/21/2025","ES0000012K53","Conventional","0.800","7/30/2029","93.856","93.912986","2.459591","3.786460","0.056986"
"BTPS 3 08/29","8/21/2025","IT0005365165","Conventional","3.000","8/1/2029","101.841","102.036650","2.521061","3.644440","0.195650"
"DBR  08/29","8/21/2025","DE0001102473","Conventional","N/A","8/15/2029","91.897","91.897000","2.149899","3.888993","N/A"
"RFGB 0.5 09/29","8/21/2025","FI4000369467","Conventional","0.500","9/15/2029","92.727","93.198233","2.402604","3.911229","0.471233"
"BTPS 3 10/29","8/21/2025","IT0005611055","Conventional","3.000","10/1/2029","101.460","102.656720","2.638838","3.747830","1.196720"
"EU 1.375 10/29","8/21/2025","EU000A1ZR7H3","Conventional","1.375","10/4/2029","95.981","97.205315","2.413590","3.878187","1.224315"
"EU 2.875 10/29","8/21/2025","EU000A3L1CN4","Conventional","2.875","10/5/2029","101.726","104.278055","2.428022","3.752690","2.552055"
"OBL 2.5 10/29","8/21/2025","DE000BU25034","Conventional","2.500","10/11/2029","101.135","103.893683","2.208152","3.788005","2.758683"
"RAGB 2.5 10/29","8/21/2025","AT0000A3EPP2","Conventional","2.500","10/20/2029","100.381","102.811646","2.401241","3.813020","2.430646"
"OLO 2.7 10/29","8/21/2025","BE0000362716","Conventional","2.700","10/22/2029","100.969","103.239959","2.450967","3.811131","2.270959"
"UKT 0.875 10/29","8/21/2025","GB00BJMHB534","Conventional","0.875","10/22/2029","88.387","88.678667","3.923054","4.003750","0.291667"
"SPGB 0.6 10/29","8/21/2025","ES0000012F43","Conventional","0.600","10/31/2029","92.605","93.094863","2.482565","4.021110","0.489863"
"BTPS 5.25 11/29","8/21/2025","IT0001278511","Conventional","5.250","11/1/2029","110.774","112.428890","2.535604","3.685587","1.654890"
"DBR 2.1 11/29","8/21/2025","DE0001102622","Conventional","2.100","11/15/2029","99.540","101.168219","2.214251","3.935388","1.628219"
"FRTR  11/29","8/21/2025","FR0013451507","Conventional","N/A","11/25/2029","89.730","89.730000","2.581286","4.145059","N/A"
"EU 1.625 12/29","8/21/2025","EU000A3K7MW2","Conventional","1.625","12/4/2029","96.689","97.864342","2.448893","4.017291","1.175342"
"BTPS 3.85 12/29","8/21/2025","IT0005519787","Conventional","3.850","12/15/2029","104.925","105.671860","2.646110","3.892123","0.746860"
"DBR 6.25 01/30","8/21/2025","DE0001135143","Conventional","6.250","1/4/2030","116.630","120.619726","2.205230","3.775277","3.989726"
"NETHR 2.5 01/30","8/21/2025","NL0015001DQ7","Conventional","2.500","1/15/2030","100.599","102.119548","2.353162","4.059185","1.520548"
"SPGB 2.7 01/30","8/21/2025","ES0000012O00","Conventional","2.700","1/31/2030","100.659","102.182836","2.539022","4.077127","1.523836"
"DBR  02/30","8/21/2025","DE0001102499","Conventional","N/A","2/15/2030","90.659","90.659000","2.214727","4.379714","N/A"
"PGB 3.875 02/30","8/21/2025","PTOTEROE0014","Conventional","3.875","2/15/2030","106.350","108.377740","2.360920","4.035899","2.027740"
"RAGB  02/30","8/21/2025","AT0000A2CQD2","Conventional","N/A","2/20/2030","89.642","89.642000","2.464996","4.382385","N/A"
"FRTR 2.75 02/30","8/21/2025","FR001400PM68","Conventional","2.750","2/25/2030","100.440","101.803699","2.642960","4.135001","1.363699"
"BTPS 3.5 03/30","8/21/2025","IT0005024234","Conventional","3.500","3/1/2030","103.820","105.503420","2.615311","4.052615","1.683420"
"UKT 4.375 03/30","8/21/2025","GB00BSQNRD01","Conventional","4.375","3/7/2030","101.028","103.714164","4.123835","3.982447","2.686164"
"BTPS 1.35 04/30","8/21/2025","IT0005383309","Conventional","1.350","4/1/2030","94.430","94.968520","2.660920","4.331845","0.538520"
"DBREI 0.5 04/30","8/21/2025","DE0001030559","Conventional","0.500","4/15/2030","99.355","99.589119","0.641502","4.559397","0.234119"
"RFGB 2.5 04/30","8/21/2025","FI4000577952","Conventional","2.500","4/15/2030","100.066","100.970110","2.483127","4.293819","0.904110"
"OBL 2.4 04/30","8/21/2025","DE000BU25042","Conventional","2.400","4/18/2030","100.579","102.032151","2.263922","4.299109","1.453151"
"SPGB 0.5 04/30","8/21/2025","ES0000012F76","Conventional","0.500","4/30/2030","91.011","91.171274","2.562593","4.511270","0.160274"
"IRISH 2.4 05/30","8/21/2025","IE00BJ38CR43","Conventional","2.400","5/15/2030","99.891","100.561685","2.423405","4.385185","0.670685"
"BTPEI 0.4 05/30","8/21/2025","IT0005387052","Conventional","0.400","5/15/2030","96.921","97.058490","1.073127","4.627580","0.137490"
"FRTR 2.5 05/30","8/21/2025","FR0011883966","Conventional","2.500","5/25/2030","99.235","99.865137","2.672292","4.391450","0.630137"
"BTPS 3.7 06/30","8/21/2025","IT0005542797","Conventional","3.700","6/15/2030","104.298","105.015760","2.754553","4.312683","0.717760"
"GGB 1.5 06/30","8/21/2025","GR0124036709","Conventional","1.500","6/18/2030","94.728","95.007452","2.681333","4.541392","0.279452"
"OLO 0.1 06/30","8/21/2025","BE0000349580","Conventional","0.100","6/22/2030","88.901","88.918534","2.575802","4.693035","0.017534"
"BTPS 2.95 07/30","8/21/2025","IT0005637399","Conventional","2.950","7/1/2030","100.823","101.263900","2.785931","4.414930","0.440900"
"NETHR  07/30","8/21/2025","NL0014555419","Conventional","N/A","7/15/2030","89.019","89.019000","2.408418","4.772724","N/A"
"OATEI 0.7 07/30","8/21/2025","FR0011982776","Conventional","0.700","7/25/2030","99.080","99.156391","0.892096","4.802803","0.076391"
"SPGB 1.95 07/30","8/21/2025","ES00000127A2","Conventional","1.950","7/30/2030","97.081","97.219904","2.588075","4.618250","0.138904"
"BTPS 0.95 08/30","8/21/2025","IT0005403396","Conventional","0.950","8/1/2030","91.864","91.925960","2.741567","4.695238","0.061960"
"DBR  08/30","8/21/2025","DE0001102507","Conventional","N/A","8/15/2030","89.503","89.503000","2.255235","4.862932","N/A"
"DBR  08/30","8/21/2025","DE0001030708","Conventional","N/A","8/15/2030","89.520","89.520000","2.251330","4.863118","N/A"
"RFGB  09/30","8/21/2025","FI4000441878","Conventional","N/A","9/15/2030","88.039","88.039000","2.550812","4.931735","N/A"
"BTPS 2.7 10/30","8/21/2025","IT0005654642","Conventional","2.700","10/1/2030","99.425","99.978280","2.841614","4.640285","0.553280"
"EU  10/30","8/21/2025","EU000A283859","Conventional","N/A","10/4/2030","88.008","88.008000","2.531567","4.983430","N/A"
"OBL 2.2 10/30","8/21/2025","DE000BU25059","Conventional","2.200","10/10/2030","99.449","99.726260","2.313021","4.783517","0.277260"
"CCT 2.994 10/30","8/21/2025","IT0005491250","Conventional","2.994","10/15/2030","101.013","102.110800","2.637361","N/A","1.097800"
"IRISH 0.2 10/30","8/21/2025","IE00BKFVC899","Conventional","0.200","10/18/2030","88.975","89.145411","2.509611","4.990254","0.170411"
"PGB 0.475 10/30","8/21/2025","PTOTELOE0028","Conventional","0.475","10/18/2030","90.451","90.855726","2.473161","4.949859","0.404726"
"RAGB 3.45 10/30","8/21/2025","AT0000A38239","Conventional","3.450","10/20/2030","104.311","107.231685","2.545627","4.571917","2.920685"
"OLO 2.6 10/30","8/21/2025","BE0000365743","Conventional","2.600","10/22/2030","99.798","100.481836","2.642751","4.734749","0.683836"
"UKT 0.375 10/30","8/21/2025","GB00BL68HH02","Conventional","0.375","10/22/2030","83.105","83.230000","4.029854","5.007730","0.125000"
"SPGB 1.25 10/30","8/21/2025","ES0000012G34","Conventional","1.250","10/31/2030","93.306","94.326548","2.648552","4.863596","1.020548"
"DBR 2.4 11/30","8/21/2025","DE000BU27006","Conventional","2.400","11/15/2030","100.390","102.250822","2.318893","4.774091","1.860822"
"BTPS 4 11/30","8/21/2025","IT0005561888","Conventional","4.000","11/15/2030","105.641","106.749700","2.849690","4.600831","1.108700"
"FRTR  11/30","8/21/2025","FR0013516549","Conventional","N/A","11/25/2030","86.641","86.641000","2.767918","5.110598","N/A"
"SPGEI 1 11/30","8/21/2025","ES00000127C8","Conventional","1.000","11/30/2030","100.341","101.280513","0.932205","5.077407","0.939513"
"BTPS 1.65 12/30","8/21/2025","IT0005413171","Conventional","1.650","12/1/2030","94.409","94.792200","2.816723","4.904229","0.383200"
"EU 3.125 12/30","8/21/2025","EU000A3LNF05","Conventional","3.125","12/4/2030","102.623","104.883274","2.585206","4.725403","2.260274"
"UKT 4.75 12/30","8/21/2025","GB00B24FF097","Conventional","4.750","12/7/2030","103.152","104.138339","4.080535","4.614134","0.986339"
"DBR 5.5 01/31","8/21/2025","DE0001135176","Conventional","5.500","1/4/2031","115.767","119.277959","2.334343","4.589112","3.510959"
"DBR  02/31","8/21/2025","DE0001102531","Conventional","N/A","2/15/2031","88.247","88.247000","2.309207","5.353098","N/A"
"BTPS 3.5 02/31","8/21/2025","IT0005580094","Conventional","3.500","2/15/2031","103.099","103.194110","2.901658","4.894625","0.095110"
"RAGB  02/31","8/21/2025","AT0000A2NW83","Conventional","N/A","2/20/2031","86.786","86.786000","2.614921","5.350500","N/A"
"FRTR 2.7 02/31","8/21/2025","FR001400Z2L7","Conventional","2.700","2/25/2031","99.361","100.699904","2.825116","4.981045","1.338904"
"IRISH 1.35 03/31","8/21/2025","IE00BFZRQ242","Conventional","1.350","3/18/2031","94.139","94.730781","2.490755","5.227322","0.591781"
